,label,text
14512,fact,Mueren el gobernador y el jefe de policía de Diwaniya en un atentado con bomba: Una potente bomba colocad.. <link>
18994,sarcasm,Palmas al creativo que ideo la publicidad de Hisaler! Un genio realmente. <hashtags>
4507,fact,Hijo de Mercedes Sosa dice que ha llegado el momento de orar por su madre <link>
21172,sarcasm,Hoy tocan Las pastillas del abuelo en Rosario.. Desbordo emocion.. <hashtags>
18184,sarcasm,<mention> claro un rodillazo en la espalda (mal intencionado) no es nada comparado con una mordida en el hombro <hashtags>
11205,fact,EP Fomento moderniza los aeropuertos del mediterráneo y refuerza las sanciones por retrasos: La ministr.. <link>
5280,fact,Ferran Soriano se perfila como futuro presidente de Spanair: El ex vicepresidente económico del Fútbol Club Barc.. <link>
19037,sarcasm,"Siempre va ser mio, asi que para las loritas qe deben andar detras de el, yo lo tuve 1ero fuiras que siempre va ser mio <hashtags>"
25928,sarcasm,"Buen viernes, buen fin de semana, buenas vacaciones (Y) <hashtags>"
8109,fact,Cuarto intento de entrada de inmigrantes a Melilla en una semana: Un grupo de unos 13 inmigrantes ha trat.. <link>
12393,fact,EP Ferrer resucita su mejor tenis en la final de Valencia: El tenista alicantino David Ferrer ha tenido.. <link>
23929,sarcasm,RESPETO CHICAS RESPETO Jajajajaja  sarcasmo quieren respeto?? que se lo ganen =)
11601,fact,EP Líbano acuerda elegir un presidente en 24 horas: Líbano tendrá un presidente elegido por el parlamen.. <link>
12110,fact,"EP El puente de mayo comienza con retenciones en Madrid, Barcelona, Alicante, Valencia, Málaga, Sevilla.. <link>"
18047,sarcasm,Y yo preocupado por el Déficit Fiscal... Si el aumento es cualquier vara.  Sarcasmo.  <pic>
2070,fact,"Papa Francisco: El amor es fiesta, el amor es gozo, el amor es seguir adelante"
15425,sarcasm,Me imagino que Karol Marquez protestó por hacer esos promos de <hashtags>
856,fact,"Merkel habló con  Trump,  Putin y otros líderes del  G20. Su cara lo dice todo... <pic>"
17340,sarcasm,QUE ENCONTRARAN EN LA MANSION DE BELARMINO JAIME CUANDO LA <mention> EJECUTE ALLANAMIENTOS? <hashtags> <pic>
5559,fact,La Iglesia mexicana pide la paz: Los seis obispos de Chihuahua (norte de México) lanzaron el lunes un exhorto pa.. <link>
5700,fact,El campo argentino retoma sus protestas con una nueva huelga comercial: Los productores agropecuarios de Argenti.. <link>
25170,sarcasm,Ganó Al pacino! Que Sorpresa!! <hashtags>
11432,fact,EP El campo argentino retoma las protestas tras fracasar las negociaciones con el Gobierno: Las organiz.. <link>
2649,fact,"Foto del sospechoso facilitada por <mention> Dzhokhar Tsarnaev, de 19 años. Armado y considerado peligroso <pic>"
3564,fact,"Fidel Castro: ""Yo digo sin posibilidad de error, que la paz con la paz se paga, y si quieres la paz, prepárate para cambiar tu conciencia"""
16985,sarcasm,Me han pedido que escriba sobre Chávez... pero yo de animales sé muy poquito! <hashtags>
11641,fact,EP La policía marroquí desmantela una red terrorista que planeaba atentar en Bélgica y Marruecos: La po.. <link>
6870,fact,Un juez saudí se niega a anular el matrimonio de una niña de ocho años: El juez Abdallah Habib ha desechado la p.. <link>
23286,sarcasm,"el bb mio no tiene internet, gracias papi por se tan leal con tus deudas telefonicas!  sarcasmo DX"
9232,fact,"EP Un hombre atropella a siete personas en una calle peatonal del centro de Málaga: Un vehículo, conduc.. <link>"
24461,sarcasm,La última vez perdimos 6 a 1 con Bolivia. Ahora empatamos! Algo avanzamos....Vamos argentina!!!! <hashtags>
1850,fact,". <mention> : No es justo que no haya negros, pero tampoco es justo que a Will Smith le hayan pagado millones por Wild Wild West <hashtags>"
9734,fact,EP Un colegio de primaria por cada oro: Los Juegos Olímpicos de Pekín contribuirán a mejorar la escolar.. <link>
12086,fact,EP Zimbabue comienza la verificación de los resultados presidenciales: La incertidumbre en Zimbabue par.. <link>
10891,fact,"EP Adriano adelantará la rescisión de su contrato con el São Paulo: El jugador brasileño del Inter, Adr.. <link>"
16953,sarcasm,Lo ke mas me da risa del retraso de GoW3 es ke <mention> ya lo tiene en pre-venta!! Go--> se acaba el tiempo!! <hashtags>
15993,sarcasm,Amo cuando te llamo y no contestas <mention> y apuesto que estas dormida  sarcastico -.-'
25094,sarcasm,"Lo unico malo es que ahora sin esa copa las vitrinas del madrid se veran vacias,no tienen muchas copas  sarcasmo <mention> <mention>"
9692,fact,EP Apple vende 60 millones de programas para el iPhone en un mes: En el primer mes de funcionamiento la.. <link>
19421,sarcasm,"""Ahora puedo ahorrar dinero en comida porque salgo a comprar y no hay nada""  Sarcasmo <mention> <mention> <mention> <mention>"
7434,fact,Portland gana con una discreta actuación de los españoles: El esperado duelo entre el escolta Brandon Roy.. <link>
6313,fact,Wall Street cae un 1% arrastrado por Microsoft y los datos de vivienda: Wall Street se ha visto arrastrado este .. <link>
25796,sarcasm,"Gana la democracia, gana Zapatero, gana Trini, gana Tomás... gana la banca ¡Alguien pierde? (48.000 parados +) <hashtags>"
18685,sarcasm,Hoy tengo que ir al insti y con esta lluvia mas ganas me dan <hashtags>
19559,sarcasm,Siempre quiero que ganen los españoles! Hoy es evidente.... Un partidazo!  forcabarca solo hay que meter 5-0 <mention> <hashtags>
25116,sarcasm,"¿Sabías que CORRIENTES ARGENTINA era el lugar de nacimiento de Linda Sortini, Dorismar en Triunfo del Amor? :O  SARCASMO Total  LILIANADA..."
16783,sarcasm,"Amigos, hay que ganarle a Brasil, algún día tiene que darse en  CopaAmerica ¿Por qué no el miércoles? <hashtags>"
14067,fact,"Jessica Alba, matemáticamente perfecta: Por si a alguien le quedaba alguna duda, científicos británicos h.. <link>"
2218,fact,Hoy  Conclusiones analiza con <mention> la situación en Ecuador. Participa con  concluNEBOT — Patrocinado por 4GLTE de Claro
10452,fact,"EP Los socialistas defienden el modelo catalán y aseguran que el castellano ""goza de buena salud"": El P.. <link>"
21364,sarcasm,""" <mention> <mention> <mention> <mention> mcdonalds lento? Que raro?  sarcasmo"" basura de servicio villa lucre"
5743,fact,Duffy reina en los Brits: Tiene 24 años y es la nueva estrella del soul británico. La cantautora galesa Duffy ha.. <link>
4956,fact,"Manuel Fernandes se pierde lo que queda de temporada: El centrocampista portugués del Valencia, Manuel Fernandes.. <link>"
24321,sarcasm,dios bendiga a los que hacen un curso y ya son productores <hashtags>
1041,fact,"El vallenato está de luto. Colegas, amigos y seguidores lamentan el fallecimiento del cantante <mention> Q.E.P.D. <pic>"
11686,fact,"EP Francia acusa al Gobierno birmano de cometer un ""crimen contra la humanidad"": Los embajadores de Fra.. <link>"
23693,sarcasm,Que lindo es ver a tus dos mejores amigas en el gimnasio. <hashtags>
830,fact,"¡Atentos! Sale Rigoberto Urán. ¡Vamos, Rigo! ¡Vamos, Colombia!  TDF2017 <mention> <pic>"
18894,sarcasm,"Yo lanzaré obliviates, que es lo más peligroso de este puto mundo. <hashtags>"
5977,fact,Patxi López propone un cambio en Euskadi sustentado en la ciudadanía frente a la identidad: El secretario genera.. <link>
8539,fact,"Chávez, candidato sin listas: Una fotografía gigante de Hugo Chávez preside la tribuna de todos los mítin.. <link>"
10172,fact,EP Casey Stoner obtiene el mejor tiempo en Laguna Seca: El piloto Casey Stoner ha obtenido el mejor tie.. <link>
12026,fact,"EP El Barça humilla al Valencia: Todas las contradicciones del fútbol aparecieron en el Camp Nou, escen.. <link>"
10342,fact,EP EE UU acusa a Rusia de amenazar a los europeos que participen en el escudo antimisiles: El Pentágono.. <link>
18100,sarcasm,El  sarcasmo es una manera elegante de ser un hijo de puta
823,fact," ULTIMAHORA Cuba rechaza ""retórica hostil"" de <mention> y se dice dispuesta a mantener ""diálogo respetuoso"" con EEUU"
19406,sarcasm, elRacingDeLosK gano todos los torneos locales y salio tricampeon del mundo mientras nestor estaba en el poder <hashtags>
15021,sarcasm,"A este paso, si sigo sin encontrar trabajo, voy a tener que buscar un ricachon alemán, un sugar daddy o vete a saber... <hashtags>"
24147,sarcasm,"HAHAHA DEJENME RT <mention> RT +100000000000000000000"" <mention> La rapidez que tiene ilse en responder en el msn es arrecha  sarcasmo"""
21751,sarcasm,Qué raro que NiTanNegro hace unos días tenía 38k following y ahora tiene 40k :O ¿Qué estará haciendo? <hashtags>
133,fact,"En Latinoamérica, ningún Estado ha reconocido la DUI de  Cataluña. Por el contrario, los gobiernos de Colombia y México, entre otros, expresaron su apoyo al presidente del gobierno español, Mariano Rajoy. <pic>"
10504,fact,EP Competencia investiga a las compañías de móviles por pactar los precios: Pactaron precios. O al meno.. <link>
6675,fact,La última pieza del rompecabezas: El año 2009 trajo lo que quería la mitad de los costarricenses y lo que temía .. <link>
14784,sarcasm,Tip del día <hashtags> <pic>
18049,sarcasm,RT <mention> México entre los países más felices del mundo  DíaInternacionadelaFelicidad // puffffffffffffff <hashtags>
18162,sarcasm,Vieran las ganas que tengo de enamorarme ..... <hashtags>
11180,fact,EP Rudy Fernández confirma su marcha a la NBA: Rudy Fernández se despidió hoy del DKV Joventut de Badal.. <link>
3330,fact,¿Qué foto de perfil tienes en  Facebook? Esa imagen dice más de ti que mil palabras <link>
24966,sarcasm,Más feliz que perrito con dos colas <hashtags>
2992,fact,¿Usted juega al ajedrez?; ¿consideraría una buena idea ponerlo como materia obligatoria en los colegios? <link>
19777,sarcasm,Tanto negro y yo tan Blanca :-( HAHAHAHA <hashtags>
2226,fact, EnVivoCNN <mention> y un panel de analistas reportan sobre la jornada electoral <hashtags> <pic>
21457,sarcasm,Me encanta estar viendo cuartomilenio con <mention> <mention> dormidos a mi alrededor <hashtags>
21947,sarcasm,Tengo unas ganas de organizar mi casa !!! <hashtags>
15422,sarcasm,"En Vzla lo único que parece tener precio justo es un juez (lo de ""justo"" es un  sarcasmo por supuesto)"
17603,sarcasm,"Por dicha había que ""darle oportunidad a Alvarado"" <hashtags>"
547,fact,"Rivera: ""Una banda terrorista mató para quebrar la Constitución y no lo consiguieron. Ahora ni Puigdemont ni Junqueras la van a romper"" <pic>"
23034,sarcasm,"<mention> puta! Feliz cumpleanos, gracias por todo, te quiero mucho y espero que pases hoy(lunes) un buen cumple jaaj <hashtags>"
19907,sarcasm,"Asociaciones de víctimas del terrorismo supervisando Gran Marrano, garantizando una tv digna. Subvenciones públicas bien empleadas <hashtags>"
11666,fact,EP Domenech anuncia una lista provisional de 30 jugadores para la Eurocopa: Los barcelonistas Lilian Th.. <link>
1102,fact,"[Amplía] Suspenden la actividad en el Parlamento británico por un ""incidente de seguridad"" (Cámara Comunes) <hashtags> <pic>"
20194,sarcasm,ese pitcher de USA le mete cabron! <hashtags>
15222,sarcasm,"Qué orgullo que el comité de Emergencias del Intec, esté más capacitado que COE y Onamet para tomar esas decisiones <hashtags>"
16017,sarcasm,EN ESTAS ULTIMAS SEMANAS BARCELONA ME HA DADO MAS ALEGRIAS QUE MI EMELEC...CREO QUE ME VOY HACER BARCELONISTA... <hashtags>
4045,fact,Conozca en este link los primeros videos del terremoto subidos a internet por distintas personas <link> (via <mention>
8289,fact,Vuelve Bryant: Todo resultó positivo para Los Ángeles Lakers en el cierre de la pretemporada con un triun.. <link>
5759,fact,Alemania aprueba la ley para nacionalizar bancos en problemas: El Gobierno alemán ha aprobado hoy el proyecto de.. <link>
123,fact,"Un niño toma fotografía la erupción del monte Agung, en la isla de Bali <hashtags> <pic>"
12121,fact,EP Los supuestos autores del atentado fallido contra Karzai se suicidan al ser acorralados: Al menos ci.. <link>
14420,fact,"Torres ya degusta la Liga de Campeones: Fernando Torres, delantero internacional español del Liverpool, c.. <link>"
4628,fact,¿Conoces EL PAÍS en Facebook? <link>
2250,fact, ÚLTIMAHORA Muere el escritor uruguayo Eduardo Galeano
21819,sarcasm,Me encanta cuando la gente cambia si esta con otras personas <hashtags>
18874,sarcasm,Gracias ma por los bizcochos del dia del niño :')  Sarcasmo.
24178,sarcasm,"""My Lesbian Romance"" Justin Bieber me encantan así con cara de putitas!! Jajajaja! <hashtags>"
5872,fact,"El Parlamento Europeo pide un ""botón rojo"" que limite contenidos inapropiados en los videojuegos: La comisión de.. <link>"
24824,sarcasm,Gracias! <mention> por los detalles en el día del publicista! Somos los 1 :D <hashtags>
6514,fact,"Continúa el acoso a las 'pirámides' colombianas: A Johanne Iveth León, la joven esposa de David Murcia Guzmán, c.. <link>"
16351,sarcasm,Mi mejor amigo es tan lento captando YO LO AMO POR ESO <hashtags>
22834,sarcasm,mientras nosotras estamos twitteando hay miles de nenas de 11 años sufriendo por amor :'( <hashtags>
17100,sarcasm,"Pues ya Medio Dia y  CruzAzul nada de noticias, ya me canse de Refrescar  Sarcasmo jaja... Naaa no habra nada hoy..."
10054,fact,EP Tribulaciones de quien compró un piso a Martinsa-Fadesa: Mientras Martinsa-Fadesa aplaza y renegocia.. <link>
751,fact,"Sánchez, sobre su dimisión: ""En un país donde nadie dimite, el que un político dimita por cumplir con su palabra es un atributo positivo"" <pic>"
17080,sarcasm," TipicaMentira, él dice ""soy activo"" o ""soy seme"" y... (Nótese el <hashtags> <pic>"
9274,fact,"EP Valentino y Kitano, dos estilos de protagonizar la Mostra: La presencia del diseñador italiano Valen.. <link>"
25462,sarcasm,Que lindo es cuando dejan las cosas de uno para ultimo.... <hashtags>
226,fact,Protestas y represión en Nicaragua (lu) <pic>
6141,fact,La Comunidad de Madrid expedienta a las compañías eléctricas por irregularidades en las facturas: La Comunidad d.. <link>
21389,sarcasm, Sarcasmo: Capacidad de insultar a un idiota sin que se de cuenta..
696,fact,En el  DíaInternacionaldelCafé cuéntanos: ¿cómo te gusta tomarlo? <pic>
16827,sarcasm,"que gran comentario del señor bermudes se juntan los vicentes ""LOS VICENTENARIOS"" maestro  sarcasmo 1000% echale ganitas"
19903,sarcasm, SARCASMO obligao RT <mention> dios te reprenda !!! <mention> Veo a Playmaker como analista en ESPN.......
19021,sarcasm,"Te juro que si me decís que en Pasion de Sabado hacen playback, no te creo... <hashtags>"
15595,sarcasm,"Buenas noches a todos los de la twitter-farandula, a los demas ni los leo  sarcasmo RT por favor"
20554,sarcasm,MAÑANA VA A ESTAR BOMBA EL SUPER RALLY <hashtags>
25429,sarcasm,y tambien quiero agradecer a <mention> por hacerme bailar cachocastaña <hashtags>
15670,sarcasm, tehboysareback como si no tuviese suficiente con <hashtags>
20955,sarcasm, SARCASMO Policía vial a automovilista: lo voy a infraccionar. Pero antes una pregunta. Es usted de la sección 22 del snte??? Jajaja.
14838,sarcasm,Nada más hipster que una zona VIP en el Corona Capital. <hashtags>
2571,fact,"Esta noche en <mention> una hora con Rafael Spear, padre de la asesinada  MónicaSpear <mention> ET (9:30pm  Venezuela) <pic>"
6056,fact,40.000 mensajes para alentar a los secuestrados y debilitar a las FARC: El bullicio de fondo apenas permite escu.. <link>
20693,sarcasm,Vijar en reina popular desde manta a chone y demorarte 3 horas debe ser lo mas divertido q he hecho! <hashtags>
4929,fact,Un tribunal declara culpable al ex presidente peruano Alberto Fujimori: Un tribunal ha declarado hoy culpable al.. <link>
22067,sarcasm, DelConalepAprendiComo preparar monas de sabores y perrear en 90 grados Jajajajajaja <hashtags>
10990,fact,EP Los primeros resultados hablan de rechazo de Irlanda al Tratado de Lisboa: Europa cruza los dedos mi.. <link>
17764,sarcasm,"ESTAMOS GANANDO TODO, CON ESTE EQUIPO GANAMOS LA FINAL Y HUMILLAMOS AL ROJO  sarcasmo."
13030,fact,EP Pete Doherty entrevista a Paul McCartney: Los caminos del rock son inescrutables. Sólo así se puede .. <link>
12849,fact,EP Microsoft abre su código a la competencia por un precio mínimo: Por primera vez en los 32 años de hi.. <link>
23859,sarcasm,"Eso de que no respondas UFF juro que me encanta -.-"" <hashtags>"
5935,fact,Hospitalizadas dos niñas en Valencia tras ser vacunadas contra el virus del papiloma humano: Dos niñas de 14 año.. <link>
14651,fact,'Hugol' deja entrever que Castillo dejará titularidad ante Chile <link>
4738,fact,"Tras dos días de diálogos entre Mintransporte y gremios de los camioneros, aún no se alcanza acuerdo <link>"
22928,sarcasm,Mañana inicia el mes del amor y la amistad !! <hashtags>
16973,sarcasm,yo tambien odio cuando mis 160 followers me responden todos a la vez ^.^ <hashtags>
25438,sarcasm,"Que partidazo el de Edgar""Mas intermitente que luz de cruce"" Jimenez....... <hashtags>"
25097,sarcasm,"Cnn llega a android. Cuidado con instalarlo, en españa al cabo de unos meses la aplicación se transforma en gh24 <hashtags>"
22005,sarcasm,<mention> se te va a hacer rarisimo lo se porque a ti ni se te olvidan las cosas  Sarcasmo olvidaste tu moñito jaja xD como te traen eh <hashtags>
18444,sarcasm," Rial dice que le va a iniciar acciones legales a Marianela Mirra POR QUE EL ES UN FLOR DE PAJERO. Ah si, es re coherente <hashtags>"
5565,fact,"El alcalde de Alcaucín, conducido al juzgado entre aplausos de sus vecinos: El alcalde de la localidad malagueña.. <link>"
8895,fact,Los bancos se desploman en bolsa: Las operaciones de rescate de algunas de las grandes entidades financie.. <link>
24691,sarcasm,Que combinación tan genial: Domingo + Lluvia.  Sarcasmo.
1119,fact,Impresionantes estatuas de faraones de la 19a dinastía (s. XIII A.C.) fueron halladas cerca del templo de Ramsés II en El Cairo <hashtags> <pic>
19676,sarcasm,Yo amo estar en familia <hashtags>
161,fact,"¿Qué hacer con los residuos plásticos? En Neiva, Colombia, lo saben  dweconomiacreativa<mention> <mention> <pic>"
20682,sarcasm,A todas mis lindas ex-novias les deseo una feliz navidad y un excelente año nuevo  sarcasmo Jajajaja
1603,fact,"Madre de Trayvon Martin: No se trata de ser políticamente correcto, sino de salvar a nuestros niños <hashtags> <pic>"
9516,fact,"EP Francia propone un ""respuesta coordinada"" de la UE para salir de la crisis económica: El primer mini.. <link>"
10080,fact,EP Seat acelera gracias a unos beneficios récord: Seat tuvo en el primer semestre un beneficio operativ.. <link>
6949,fact,China también luchará contra los piratas en aguas somalíes: China ha anunciado hoy el envío de dos destructores .. <link>
15723,sarcasm,de volta pra insulina. oba! <hashtags>
20248,sarcasm,Ay amooo que me digan ok. <hashtags>
14792,sarcasm,Soy nocivo para la salud No me consumas Estoy lleno de  Besos  Mezcal  Dolor  Viajes  Sarcasmo  Perversiones y <hashtags> <pic>
8934,fact,"Ha muerto Eddie Felson: El bandolero Butch Cassidy, el detective Harper, el boxeador Rocky Graciano. Incl.. <link>"
15840,sarcasm,[HOY] Andrea Legarreta encantada con el capítulo de  EL TRIUNFO del Amor... ¡Qué  JOYA! O: Deveras... U_U <hashtags>
8990,fact,"Bert Grabsch, campeón del Mundo de contrarreloj: El ciclista alemán Bert Grabsch se ha proclamado campeón.. <link>"
10811,fact,EP Libertad provisional con fianza para otros seis detenidos en la trama de Estepona: La titular del Ju.. <link>
2393,fact, Venezuela entra en recesión: el Banco Central reporta 3 trimestres de contracción económica. <pic>
4205,fact,"Almodóvar y Tarantino, maestros de ceremonias: Recién conocidos los buenos resultados en taquilla de su películ.. <link>"
2845,fact,Anticorrupción investiga a la SGAE por supuesto desvío de fondos <link>
7270,fact,Derrota estrepitosa de los Raptors: Los Toronto Raptors no pudieron hacer bueno el dicho y estrenaron téc.. <link>
6748,fact,Gaza enfrenta a musulmanes y comerciantes de Melilla: Los musulmanes melillenses no han querido conformarse con .. <link>
10075,fact,EP Obama reitera su compromiso con la seguridad de Israel: Tres ideas básicas ha transmitido el candida.. <link>
4331,fact,Informe de Ana María Montero sobre una familia hispana que emprendió un negocio cafetero en California <link>
8640,fact,"Las familias ahorran un 34,5% más para hacer frente a la crisis: El horizonte económico está lleno de nub.. <link>"
379,fact,"""Cuando estamos muy nerviosos o confundidos, no podemos ver las cosas con claridad"". Eline Snel explica cómo enseñar a los niños 'mindfulness', en <mention> <pic>"
19105,sarcasm,Joel invade mi inicio de twitter con su ask. <hashtags>
97,fact," BREAKING Dimite  Kuczynski en  Perú El presidente peruano <mention> renuncia a su cargo, investigado por corrupción. <hashtags> <pic>"
20408,sarcasm,"Nos hemos quedado sin guía espiritual: Renunció el Papa! Así no puedo ir a trabajar. Hasta que haya nuevo Papa, estoy devastado <hashtags>"
22797,sarcasm,"Dice Rodrigo Medina, Gobernador de Nvo.León, que la fuga y asesinatos en la cárcel de Apodaca fue planeado... Bravooo genio!! <hashtags>"
8218,fact,La lluvia vuelve a inundar Coslada: Las intensas lluvias registradas en la Comunidad de Madrid durante es.. <link>
20889,sarcasm,Definitivamente hay que tener algo de materia gris arriba de los hombros para comprender el <hashtags>
4163,fact,Yahoo y Microsoft cierran su alianza contra Google <link>
22652,sarcasm,"Que divertido es saber como hablan de ti, como se preocupan de ti, que tanto saben de ti <hashtags>"
4744,fact,Ecuador dice que no reanudará relación con Colombia: De nada sirvieron los consejos de Jimmy Carter en el vecino.. <link>
9004,fact,Bush y Obama se reunen mañana para tratar sobre la crisis: El presidente del Gobierno de Estados Unidos h.. <link>
11761,fact,EP EA comprobará 'online' si los juegos son piratas cada cinco días: Electronics Arts (EA) está a punto.. <link>
18276,sarcasm,Viendo este partidazo de la selección ya hasta se me olvidó el asunto ese de la  ReformaEnergetica...  sarcasmo!
7810,fact,El Madrid también respira en la Euroliga: El Real Madrid ha calmdo las aguas turbulentas por las que disc.. <link>
21251,sarcasm,Esa gente de Chávez sí se mueve rápido por toda Venezuela! Ayer estaban en Maturín y ahora en Guarenas! Naguará! <hashtags>
15070,sarcasm,Me veo bien fresca <hashtags>
23532,sarcasm,"Para Farias es muy importante probar a la joven promesa Leo Morales, el futuro de la porteria <hashtags>"
22346,sarcasm,"Me borraste de facebook, que lástima...te extrañaré, a tí y a todos tus aires mentales <hashtags>"
4766,fact,Ocupan 54 bienes de la organización de ‘Los Mellizos’ y ‘Cuco Vanoy’: Las propiedades están avaluadas en 21.693 .. <link>
20456,sarcasm,<mention> tu si me caes bien ahahha  sarcasmo  esbroma  QUIEROVACACIONES :'(
12953,fact,"EP Interlagos, la batalla final: Los pilotos tienen el control de los coches, pero no de los muchos fac.. <link>"
7824,fact,"Los inversores acuden a la ampliación del Santander: Con un retroceso del 18,4% desde que el pasado lunes.. <link>"
3977,fact,"Asociaciones irlandesas de víctimas se sienten ""decepcionadas"" por la misiva del Papa: Los grupos de víctimas de a... <link>"
5397,fact,"Madoff se declara culpable y el juez le envía a prisión: El financiero estadounidense Bernard Madoff, acusado de.. <link>"
12555,fact,EP Australia permite por ley que determinadas empresas lean los 'e-mail' de sus empleados: El Gobierno .. <link>
18844,sarcasm,"Jksaksjaks xD "" <mention> Apenas ayer me di cuenta que jonathan moly tenia cejas jaja que raro :D  sarcasmo"""
4446,fact,"Mujeres colombianas mejoran salarios, pero no hay empleo, según un estudio realizado por el BID <link>"
2645,fact,"RT <mention> Hoy en  Conclusiones, POLITICA ¿A LA FUERZA? Agresiones a diputados opositores <mention> y <mention> en <hashtags>"
9293,fact,EP Los bancos reducen beneficios por primera vez en seis años: Los bancos españoles lograron un benefic.. <link>
10169,fact,"EP Brasil necesita más mano de obra cualificada: Para casi cualquier nación aparte de China o India, co.. <link>"
25349,sarcasm,HAY REBECCA BNLACK JURALO DESPUES DEL VIERNES SIGUE EL SABADO Y DESPUES EL DOMINGO? ENCERIOOO O.O NO SABIA  SARCASMO!
18309,sarcasm,Que divertido es Guayama <hashtags>
1153,fact," ULTIMAHORA El aeropuerto de Hamburgo está cerrado. Pasajeros se quejaban de un fuerte olor, picor en los ojos y tos. <pic>"
24801,sarcasm,37 Grados Lo Bueno Q Ya Estamos Cerca De Las 8 De La Noche... <hashtags>
2477,fact,". <mention> ""Nosotros no queremos una muerte más en nuestro país"" —  CalaVzla <mention>"
4788,fact,119 mil millones de pesos invertirá IDU en mejoramiento de calles en seis localidades <link>
5856,fact,"Microsoft prepara su propia cadena de tiendas: Microsoft quiere abrir un nuevo frente con Apple, uno de sus gran.. <link>"
4173,fact,Regresa 'La Bola de Cristal' a RTVE.es: La Bola de Cristal ha regresado con RTVE.es cuando se cumplen 25 años d.. <link>
14775,sarcasm,Hemos llegado al punto en que quedarse sin 4G en el cel es como quedarse sin celular... O volver al 2002: solo llamadas y mensajes de texto. Gracias  Sutel ¡Te amamos! <hashtags>
8314,fact,Tokio lidera las pérdidas de las bolsas asiáticas al caer un 7%: Los mercados asiáticos se sitúan en rojo.. <link>
9872,fact,EP Caparrós prueba a su equipo titular y el Athletic sigue ganando: El Athletic Club se ha impuesto por.. <link>
5014,fact,Las renumeraciones a los directivos de Wall Street caen por primera vez en siete años: El fuerte aumento de las .. <link>
13027,fact,EP Murray se reúne mañana con la ATP para matizar sus comentarios sobre la corrupción: El británico And.. <link>
2927,fact,Una familia colombiana podría ser la clave para curar el Alzheimer <link> <hashtags>
15278,sarcasm,Yo tengo una suerte bien cabrona <hashtags>
4103,fact,"Murio Ariel Ramirez, compositor de la Misa Criolla, Alfonsina y el mar, entre otros."
8051,fact,El salón Inmobiliario de Barcelona abre con la ausencia de grandes empresas: La XII edición del salón inm.. <link>
20184,sarcasm,"Así como contrata  CruzAzul a sus Directores Deportivos, Sergio Bueno es quien cumple con el perfil adecuado jajajajaja <hashtags>"
24208,sarcasm,Estudio muestra que  sarcasmo funciona mejor que la ira en el  trabajo <link>
3650,fact,¿Un problema estructural o cíclico?: América Latina y el Caribe (ALC) conforman la región más desigual del mundo y... <link>
9185,fact,Washington Mutual se prepara para salir a subasta: La mayor caja de ahorros y préstamos de Estados Unidos.. <link>
9315,fact,"EP Cazorla mejora su contrato pero en el Villarreal: El jugador internacional Santiago Cazorla, junto a.. <link>"
11285,fact,"EP Henry, centenario: Thierry Henry, que cumplirá esta noche cien partidos con la selección francesa y .. <link>"
6561,fact,"Reabierta una tercera pista en Barajas: El director de Aeropuertos Españoles, Javier Marín, ha explicado en rued.. <link>"
2108,fact,¿Qué te han parecido las declaraciones de Marco Coello? Participa con  concluCOELLO — <mention> <pic>
25298,sarcasm,Aaaaay me da una tristeza por los leoncitos porq perdieron contra los bravos... Jajajajajaja...  Sarcasmo.
11668,fact,"EP Merkel se compromete a apoyar a Uribe en la lucha contra el narcotráfico: La canciller alemana, Ánge.. <link>"
22621,sarcasm,Mil gracias!!! <hashtags>
9962,fact,EP Alemania tumba la ley antitabaco en los pequeños bares: Los alemanes que echaban de menos fumar en l.. <link>
3790,fact,Como 'ciudad hermosa en medio de la tragedia cotidiana' cataloga diario español a Bogotá <link>
7878,fact,Trece personas mueren asesinadas en Ciudad Juárez: Al menos trece personas han perdido la vida de forma v.. <link>
25671,sarcasm,"Mi frase mas común: ""Normal :)"" carita feliz <hashtags>"
20137,sarcasm,Como me encanta la escuela <hashtags>
18294,sarcasm,"""Mañana le voy a preguntar a Eddie Diaz"",, y los aficionados mordiéndose las uñas por saber la respuesta. <hashtags>"
19745,sarcasm,menos mal q todos tuitearon q era viernes o si no ni cuenta me daba... <hashtags>
1838,fact,No te pierdas desde el lunes el especial de reportajes <hashtags> <pic>
18454,sarcasm,Caen mal los maes que con 18 años andan jugando que se levantan a media población femenina. VAN PA LA PICHA TODOS! Que gran logro! <hashtags>
5898,fact,36 detenidos en una redada en el interior de la discoteca Heaven: Las policías Nacional y Municipal desarrollaro.. <link>
16222,sarcasm,"Chris Paul, que no estuvo invitando a ningun cierre de campaña,  sarcasmo hoy se llevo a la escuelita al Thunder: anoto 32pts y 10ast"
20288,sarcasm,Què lindo el eespiritu navideño!!!! <hashtags>
2604,fact,Pasaron 16 años...45 millones de corazones vuelven a soñar con un mundial. ¡  VamosColombia! <pic>
21887,sarcasm,Feliz lunes <hashtags>
1328,fact," LoMásDestacado Vídeo contra el acoso escolar: Piedra, papel y tijera: diferentes, pero juntos  StopBullying  NoAlAcosoEscolar ¡Difunde! <pic>"
2080,fact,Así recibió el público en el Madison Square Garden al papa Francisco - <hashtags> <pic>
8623,fact,"McCain pide respeto para Obama: John McCain, candidato a la presidencia de Estados Unidos por el Partido .. <link>"
